@relation bookkeeper_Train_R3-weka.filters.unsupervised.attribute.Remove-R1-3-weka.filters.unsupervised.attribute.StringToNominal-R1

@attribute className {null,HedwigConsole,HedwigConsole$ConsoleHandler}
@attribute loc numeric
@attribute wmc numeric
@attribute assignmentsQty numeric
@attribute mathOperationsQty numeric
@attribute qtyTryCatch numeric
@attribute qtyReturn numeric
@attribute fanin numeric
@attribute fanout numeric
@attribute age numeric
@attribute nAuth numeric
@attribute nr numeric
@attribute nSmell numeric
@attribute buggy {false}

@data
null,3,1,0,0,0,1,0,0,196,1,1,1,false
null,11,3,0,0,0,2,0,2,196,1,2,0,false
null,3,1,0,0,0,1,7,0,4,1,1,0,false
null,3,1,0,0,0,0,0,1,4,2,3,0,false
null,3,1,0,0,0,1,0,0,0,1,1,0,false
null,7,2,3,0,0,0,1,2,4,2,3,1,false
null,3,1,0,0,0,1,1,0,226,1,1,1,false
null,20,2,2,0,0,0,1,1,4,1,3,4,false
null,5,1,1,0,0,1,2,0,91,1,1,0,false
null,4,2,0,0,0,0,2,2,196,1,2,0,false
null,19,4,6,1,0,0,1,3,196,2,3,3,false
null,3,1,0,0,0,0,2,0,196,2,3,0,false
null,47,7,7,3,0,0,1,0,0,1,1,7,false
null,4,1,0,0,0,0,0,0,84,1,1,0,false
null,26,6,4,3,1,2,0,4,4,2,3,1,false
null,3,1,0,0,0,1,2,0,4,1,2,0,false
null,3,1,0,0,0,1,1,0,96,3,6,0,false
null,3,1,0,1,0,1,0,1,225,2,2,0,false
null,3,1,0,0,0,0,1,0,4,1,3,0,false
null,34,1,0,0,0,0,0,1,196,1,2,4,false
HedwigConsole,5,1,2,0,0,0,1,1,0,1,1,0,false
null,22,1,0,0,0,0,0,1,8,1,1,1,false
null,3,1,0,0,0,1,2,0,196,1,1,0,false
null,27,5,6,2,1,2,4,0,90,1,1,3,false
null,10,1,2,0,0,0,1,0,196,1,2,0,false
null,6,1,1,0,0,0,2,1,4,2,2,0,false
null,1,1,0,0,0,0,1,0,4,2,3,0,false
null,3,1,0,0,0,1,6,0,196,1,1,0,false
null,1,1,0,0,0,0,3,0,4,1,1,0,false
null,19,1,0,0,0,0,0,1,204,2,4,0,false
null,133,14,38,13,0,0,0,10,0,3,4,18,false
null,8,2,2,0,0,0,1,0,84,3,6,0,false
null,5,1,0,0,0,1,1,1,4,2,2,0,false
null,5,2,0,0,0,0,2,0,96,3,6,0,false
null,3,1,0,0,0,1,0,1,196,1,1,0,false
null,52,12,14,11,1,1,0,3,84,3,6,4,false
null,3,1,0,0,0,1,0,0,196,1,4,0,false
null,9,2,2,0,0,0,0,0,4,2,8,0,false
null,5,2,0,1,0,0,4,0,4,2,3,0,false
null,20,6,2,2,0,2,1,2,196,2,2,1,false
null,4,1,0,0,0,0,0,1,4,2,3,0,false
null,8,1,1,0,0,1,0,0,196,1,2,0,false
null,10,1,1,0,0,0,1,0,196,1,4,5,false
null,21,4,2,1,2,2,1,1,196,3,12,2,false
null,2,1,0,0,0,0,0,0,4,1,2,0,false
null,1,1,0,0,0,0,3,0,196,2,3,0,false
null,4,2,0,0,0,1,3,8,4,1,3,0,false
null,3,1,0,0,0,1,2,1,196,1,1,0,false
null,18,9,3,3,0,0,0,5,4,3,5,3,false
null,7,2,1,0,0,1,2,1,196,1,1,1,false
null,36,14,8,2,1,1,0,4,450,2,5,2,false
null,27,3,0,3,0,1,0,4,268,2,4,5,false
null,32,4,15,2,0,1,1,0,196,1,1,1,false
null,4,1,1,0,0,0,1,0,4,2,3,0,false
null,3,1,0,1,0,0,0,1,96,3,6,0,false
null,3,1,0,0,0,1,0,0,4,3,7,0,false
null,3,1,0,0,0,1,1,0,4,3,10,0,false
null,19,5,1,1,0,1,8,16,196,3,5,0,false
null,1,1,0,0,0,0,1,0,196,1,2,0,false
null,20,5,4,1,0,1,1,4,4,2,6,1,false
null,24,5,4,0,0,0,2,4,196,1,4,3,false
null,5,2,1,0,0,0,4,0,4,3,6,0,false
null,3,1,0,0,0,1,1,1,196,1,1,0,false
null,3,2,0,0,0,0,2,0,4,2,3,0,false
null,13,3,4,3,0,1,0,2,84,3,6,0,false
null,3,1,0,0,0,0,0,11,4,2,3,0,false
null,21,4,5,0,1,1,1,4,4,2,5,0,false
null,4,2,0,0,0,2,5,1,196,1,1,0,false
null,6,1,3,0,0,0,0,7,4,1,3,3,false
null,9,2,0,2,0,0,0,5,4,1,3,0,false
null,12,2,2,2,1,1,0,3,196,3,12,0,false
null,3,1,1,0,0,0,6,0,4,1,1,0,false
null,3,1,0,0,0,1,5,0,196,3,5,0,false
null,67,3,1,8,0,1,2,3,196,1,3,6,false
null,3,1,0,0,0,0,0,1,196,1,3,0,false
null,42,2,2,0,0,0,2,0,196,1,1,0,false
null,3,1,0,0,0,1,1,0,196,1,2,0,false
null,3,1,0,0,0,1,1,0,84,3,6,0,false
null,5,1,1,0,0,1,0,0,196,1,1,0,false
null,44,20,0,0,0,20,3,0,196,1,1,1,false
null,4,1,0,0,0,1,2,1,196,2,2,1,false
null,5,3,0,0,0,0,0,2,4,1,2,1,false
null,9,4,0,0,0,3,1,0,196,1,1,4,false
null,26,4,3,4,0,1,0,3,196,1,3,3,false
null,3,1,0,0,0,1,0,0,4,1,3,0,false
null,8,2,2,0,0,0,2,2,4,2,6,0,false
null,4,1,0,0,0,1,0,0,225,2,3,0,false
null,17,4,1,2,1,0,2,1,4,1,2,1,false
null,6,2,1,2,0,0,1,0,196,2,2,0,false
null,19,3,5,0,0,3,3,1,196,3,12,1,false
null,1,1,0,0,0,0,0,0,196,1,1,0,false
null,12,3,3,0,0,3,3,3,196,1,2,0,false
null,4,1,0,0,0,0,4,1,196,3,6,0,false
null,21,4,8,0,1,1,2,2,0,2,2,1,false
null,16,2,2,1,2,0,1,0,4,2,8,2,false
null,8,2,0,0,0,2,1,1,4,2,5,0,false
null,3,1,0,0,0,0,0,0,4,3,7,0,false
null,11,3,0,0,0,0,0,11,196,1,1,0,false
null,13,2,6,2,0,1,0,1,4,2,3,0,false
null,9,2,2,0,0,0,0,0,204,3,4,1,false
null,4,1,0,0,0,0,2,1,196,2,2,1,false
null,3,1,0,0,0,1,0,0,196,1,1,0,false
null,3,1,0,2,0,1,0,0,196,1,2,1,false
null,15,7,1,1,0,0,0,2,196,1,1,4,false
null,7,1,3,0,0,1,0,0,90,1,1,0,false
null,15,1,1,0,0,0,1,1,196,1,3,1,false
HedwigConsole$ConsoleHandler,6,1,2,0,0,1,1,0,0,0,0,0,false
null,6,1,2,0,0,1,1,1,204,2,4,2,false
null,3,1,0,0,0,0,3,1,196,1,3,0,false
null,7,2,0,0,0,0,0,3,196,1,1,1,false
null,39,5,6,0,0,1,0,7,196,1,3,5,false
null,10,3,3,0,0,1,1,5,196,1,1,2,false
null,1,1,0,0,0,0,0,0,4,1,2,0,false
null,9,2,0,1,0,0,2,1,0,1,1,1,false
null,13,2,2,1,0,0,0,0,4,3,10,4,false
null,60,14,8,2,0,2,1,1,84,3,6,14,false
null,5,2,0,0,0,0,5,0,196,2,2,0,false
null,8,3,0,0,0,0,2,0,204,3,4,0,false
null,4,1,1,0,0,0,0,2,0,1,1,0,false
null,3,1,0,0,0,1,0,0,4,1,1,0,false
null,4,1,0,1,0,0,0,0,4,2,3,0,false
null,3,1,0,0,0,1,0,0,4,1,3,0,false
null,26,5,5,1,1,3,1,0,0,1,1,3,false
null,9,2,4,0,0,1,2,0,4,1,2,0,false
null,17,2,4,1,1,0,1,1,4,3,5,1,false
null,3,1,0,0,0,0,0,0,4,2,3,0,false
null,1,1,0,0,0,0,0,0,4,2,2,0,false
null,12,4,0,2,1,0,0,2,196,1,1,1,false
null,3,1,0,0,0,1,0,0,75,1,1,1,false
null,3,1,0,0,0,1,0,0,196,1,2,0,false
null,7,3,1,0,0,0,3,1,196,1,4,0,false
null,24,5,5,1,1,2,0,0,0,1,1,1,false
null,3,1,0,0,0,1,1,0,4,1,2,0,false
null,31,2,6,3,1,0,1,4,196,3,10,4,false
null,6,2,2,0,0,0,3,2,4,2,5,0,false
null,14,5,0,0,0,5,2,5,196,2,2,0,false
null,13,3,1,0,1,1,1,0,56,1,2,0,false
null,12,3,3,1,0,1,1,2,4,2,3,0,false
null,3,1,0,0,0,1,0,0,4,3,10,0,false
null,3,1,0,0,0,1,0,0,4,2,3,0,false
null,29,2,1,0,0,0,1,1,40,2,5,2,false
null,43,5,4,0,1,2,0,4,196,1,1,1,false
HedwigConsole,8,2,0,0,0,0,3,3,0,1,1,0,false
null,15,1,0,0,0,0,4,2,196,3,10,2,false
null,3,1,0,0,0,1,7,0,196,1,1,0,false
null,8,2,2,0,0,1,6,0,196,1,1,0,false
null,7,1,2,0,0,1,0,0,196,1,1,3,false
null,8,2,0,1,0,1,0,3,4,2,5,0,false
null,5,1,2,0,0,1,4,0,196,1,1,0,false
null,3,1,0,0,0,1,0,2,196,2,2,0,false
null,7,5,1,0,0,2,0,0,4,3,8,0,false
null,3,1,0,0,0,0,0,1,4,1,2,0,false
null,3,1,1,0,0,0,0,0,4,2,3,0,false
null,3,1,0,0,0,1,1,0,196,1,4,0,false
null,30,10,2,4,0,2,0,11,4,1,3,3,false
null,1,1,0,0,0,0,0,0,196,1,2,0,false
null,14,4,1,0,1,2,3,1,84,3,6,0,false
null,4,1,0,0,0,0,8,0,4,1,1,0,false
null,13,3,4,0,0,0,1,1,4,2,5,0,false
null,3,1,0,0,0,1,0,1,0,2,3,0,false
null,10,3,3,0,0,1,1,5,196,1,1,2,false
null,21,5,3,1,0,1,1,5,196,1,1,2,false
null,12,4,2,2,0,0,1,4,4,2,4,0,false
null,4,1,0,0,0,0,0,1,40,2,5,0,false
null,3,1,0,0,0,1,0,0,196,3,12,1,false
null,3,1,0,0,0,1,1,0,196,1,4,0,false
null,11,1,0,0,0,1,0,1,4,2,3,0,false
null,1,1,0,0,0,0,0,0,196,1,4,0,false
null,3,1,0,0,0,1,1,1,4,2,5,0,false
null,8,2,2,0,0,1,3,0,196,1,1,0,false
null,3,1,0,0,0,0,1,0,4,3,10,0,false
null,3,1,0,0,0,1,1,0,4,2,5,0,false
null,3,1,0,0,0,0,3,0,4,2,2,0,false
null,9,1,1,0,0,1,1,0,4,3,10,4,false
null,3,1,0,0,0,0,2,0,0,1,1,0,false
null,9,3,1,0,0,0,2,0,196,3,10,1,false
null,3,1,0,0,0,1,2,1,0,2,2,0,false
null,33,9,6,1,1,0,0,4,196,1,4,9,false
null,1,1,0,0,0,0,1,0,196,1,4,0,false
null,3,1,0,0,0,1,1,0,196,1,2,0,false
null,5,4,1,0,0,2,0,0,196,1,1,0,false
null,21,4,5,1,1,0,2,2,91,1,1,2,false
null,26,6,6,4,1,1,1,1,204,1,1,1,false
null,3,1,0,0,0,1,1,0,4,2,2,0,false
null,6,2,0,0,0,1,0,1,4,2,3,0,false
null,9,5,1,1,0,0,2,0,196,1,1,0,false
null,4,1,0,1,0,0,0,1,4,1,3,0,false
null,2,1,0,0,0,0,0,0,196,2,3,0,false
null,3,1,0,0,0,1,5,0,196,1,1,0,false
null,16,4,2,1,1,0,4,7,4,1,3,0,false
null,13,1,0,0,0,0,1,0,4,2,8,1,false
null,1,1,0,0,0,0,1,0,4,1,2,0,false
null,3,1,0,0,0,1,2,1,196,1,1,0,false
null,8,2,2,0,0,1,2,0,196,1,1,0,false
null,3,1,0,0,0,1,0,0,84,3,6,0,false
null,39,6,4,0,3,0,1,7,0,2,3,1,false
null,3,2,0,0,0,0,0,1,4,2,3,0,false
null,3,1,0,0,0,1,2,1,196,1,1,0,false
null,4,2,1,1,0,1,0,0,196,1,1,0,false
null,10,4,1,0,0,3,1,0,204,1,1,0,false
null,9,2,3,0,0,2,2,0,0,1,1,0,false
null,3,1,1,0,0,0,1,0,90,1,1,0,false
null,3,1,0,0,0,1,2,0,4,2,3,0,false
null,3,1,1,0,0,0,3,0,0,3,4,0,false
null,3,1,0,0,0,1,2,0,196,1,1,0,false
null,22,10,1,2,0,0,1,0,4,2,6,4,false
null,9,2,1,1,0,2,1,0,196,3,5,1,false
null,3,1,0,0,0,1,1,0,196,1,2,0,false
null,5,2,2,0,0,1,1,0,0,2,2,0,false
null,3,1,0,0,0,1,0,0,75,1,1,0,false
null,8,3,1,3,0,2,1,1,196,2,2,0,false
null,3,1,0,0,0,0,1,1,196,1,1,0,false
null,2,1,0,0,0,0,1,0,4,2,4,0,false
null,23,3,1,0,0,0,1,3,268,2,4,0,false
null,3,1,0,0,0,1,0,0,196,1,2,0,false
null,13,1,0,0,0,0,1,0,4,2,5,2,false
null,16,3,4,1,0,2,0,3,196,1,1,3,false
null,11,2,2,1,0,0,1,0,196,1,1,0,false
null,34,1,31,0,0,1,0,2,196,1,1,8,false
null,11,2,4,1,0,0,0,0,0,3,4,0,false
null,3,1,0,0,0,0,0,2,4,2,3,0,false
null,3,1,0,0,0,1,0,0,56,2,3,0,false
null,3,1,0,0,0,1,0,3,196,1,1,1,false
null,3,1,0,0,0,1,0,0,196,1,4,0,false
null,4,1,0,0,0,0,0,3,196,1,1,1,false
null,3,1,0,0,0,1,0,0,196,2,3,0,false
null,19,3,3,3,0,0,1,3,4,1,3,2,false
null,5,1,2,0,0,1,2,1,196,1,1,0,false
null,3,1,0,0,0,1,7,0,196,1,1,0,false
null,3,1,0,1,0,1,2,0,196,1,2,0,false
null,7,2,0,1,0,1,2,2,4,1,3,0,false
null,6,1,1,0,0,1,0,0,4,3,8,1,false
null,42,19,0,0,0,19,9,19,196,1,1,1,false
null,11,3,0,1,0,1,1,0,0,1,1,1,false
null,24,2,0,1,0,0,2,0,196,1,2,3,false
null,5,1,0,1,0,0,2,2,4,1,2,2,false
null,40,7,13,8,1,1,0,2,4,2,8,9,false
null,7,3,2,1,0,0,1,0,4,3,7,0,false
null,3,1,0,0,0,1,9,0,196,1,1,1,false
null,3,1,0,0,0,1,0,0,84,3,6,0,false
null,3,1,0,0,0,1,0,0,4,2,4,0,false
null,3,1,1,0,0,0,1,0,196,2,2,0,false
null,9,2,0,0,0,0,0,9,204,2,2,1,false
null,6,2,0,0,0,1,0,1,196,1,1,0,false
null,2,1,0,0,0,0,2,0,196,1,1,0,false
null,7,2,0,0,0,1,0,1,196,1,1,1,false
null,3,1,0,0,0,1,1,0,225,2,3,0,false
null,3,1,0,0,0,1,1,0,96,3,6,0,false
null,24,5,8,1,1,0,1,0,56,1,2,1,false
null,13,4,4,1,1,0,0,13,4,1,2,2,false
null,3,1,0,0,0,1,2,0,196,1,1,0,false
null,3,1,0,0,0,1,3,0,196,1,2,0,false
null,34,3,4,2,0,1,0,3,196,1,1,1,false
null,52,10,13,8,2,0,2,1,196,3,12,3,false
null,5,1,1,0,0,1,0,0,96,3,6,0,false
null,33,3,4,2,0,1,1,6,4,1,3,1,false
null,11,4,1,0,0,2,0,1,196,1,2,1,false
null,3,1,0,0,0,1,1,0,204,1,1,0,false
null,53,1,0,0,0,0,0,0,204,2,4,6,false
null,14,3,2,0,1,0,2,1,196,1,4,3,false
null,18,6,1,2,0,2,2,1,4,1,1,0,false
null,5,1,2,0,0,1,6,0,196,1,1,0,false
null,32,2,0,0,0,2,2,0,4,2,3,0,false
null,3,1,0,1,0,0,0,2,196,1,1,0,false
null,22,5,5,0,0,1,2,1,56,1,2,2,false
null,11,3,2,1,0,1,1,2,4,2,3,0,false
null,5,1,2,0,0,1,2,2,196,1,1,0,false
null,16,5,2,1,0,0,0,2,196,1,1,4,false
null,4,1,0,0,0,1,0,0,225,2,3,0,false
null,3,1,0,0,0,0,0,2,196,1,2,0,false
null,3,1,0,0,0,0,0,1,229,1,1,0,false
null,3,1,0,1,0,0,0,24,196,1,1,0,false
null,1,1,0,0,0,0,2,0,196,1,4,0,false
null,17,9,2,2,0,1,2,1,196,1,2,0,false
null,10,3,0,1,0,0,0,6,204,2,4,2,false
null,8,1,1,0,1,1,1,0,196,3,12,0,false
null,3,1,0,0,0,1,0,0,196,1,1,0,false
null,45,10,15,4,1,1,2,2,4,3,6,1,false
null,3,1,0,0,0,1,1,1,196,1,3,0,false
null,3,1,0,0,0,1,0,1,196,1,1,0,false
null,3,1,0,0,0,1,0,0,132,1,1,0,false
null,3,1,0,0,0,1,0,0,75,1,1,0,false
null,3,1,0,0,0,0,1,1,196,1,1,0,false
null,10,2,1,1,0,0,0,14,268,2,4,1,false
null,9,3,1,2,0,1,3,0,196,3,12,0,false
null,1,1,0,0,0,0,0,0,204,2,2,0,false
null,3,1,0,0,0,1,0,1,196,1,1,0,false
null,25,5,4,3,2,0,0,1,4,1,3,0,false
null,3,1,0,0,0,1,1,0,196,1,2,0,false
null,3,1,1,0,0,0,1,0,196,1,2,0,false
null,3,1,0,0,0,1,1,0,226,1,1,0,false
null,3,1,0,0,0,1,1,0,4,2,6,0,false
null,14,4,4,3,0,0,1,4,196,1,1,1,false
null,17,3,4,3,0,1,1,6,4,2,6,0,false
null,22,4,5,3,1,1,1,1,196,1,4,0,false
null,6,1,1,0,0,1,2,0,196,1,1,3,false
null,11,3,0,2,0,0,0,3,40,2,5,1,false
null,3,1,0,0,0,1,1,0,226,1,1,0,false
null,22,6,0,4,0,0,1,5,4,1,3,4,false
null,36,2,6,0,0,0,0,2,196,1,1,1,false
null,33,8,6,2,0,1,2,0,196,1,4,8,false
null,5,1,0,0,0,0,1,0,4,3,7,0,false
null,1,1,0,0,0,0,1,0,196,1,2,0,false
null,3,1,0,0,0,1,0,1,196,1,4,0,false
null,1,1,0,0,0,0,0,0,204,2,2,0,false
null,1,1,0,0,0,0,1,0,196,1,4,0,false
null,3,1,0,0,0,1,1,0,0,1,1,0,false
null,5,4,0,0,0,0,0,0,196,1,1,0,false
null,3,1,1,0,0,0,2,0,4,2,4,0,false
null,10,2,2,0,0,1,0,0,196,3,10,1,false
null,3,1,0,1,0,1,2,0,196,3,5,1,false
null,24,5,8,0,1,1,1,1,0,2,2,0,false
null,29,10,3,2,1,0,2,7,4,1,3,0,false
null,25,3,1,2,0,1,3,2,204,3,4,2,false
null,9,2,0,0,1,0,0,0,204,2,4,1,false
null,3,1,0,0,0,1,2,0,4,2,3,0,false
null,3,1,0,0,0,1,2,0,125,1,2,0,false
null,3,1,0,0,0,1,0,0,56,1,2,0,false
null,29,1,0,0,0,0,1,1,40,2,5,5,false
HedwigConsole$ConsoleHandler,14,3,4,0,0,0,1,1,0,0,0,6,false
null,3,1,0,0,0,1,1,0,40,2,5,0,false
null,17,4,1,0,1,0,1,3,196,2,3,0,false
null,3,1,0,0,0,1,0,0,56,1,2,0,false
null,21,4,6,1,0,0,2,3,196,1,1,2,false
null,3,1,0,0,0,0,0,0,196,1,4,0,false
null,5,1,0,0,0,1,1,1,196,2,2,0,false
null,6,2,0,0,0,1,0,1,4,1,3,0,false
null,8,1,6,0,0,0,0,0,90,1,1,0,false
null,2,1,0,0,0,0,0,0,196,1,2,0,false
null,3,1,0,0,0,1,0,0,0,2,2,0,false
null,23,6,6,2,0,2,1,0,0,1,1,4,false
null,3,1,0,0,0,1,0,0,4,3,7,1,false
null,3,1,0,0,0,1,0,0,84,3,6,0,false
null,3,1,0,0,0,1,5,0,196,1,1,0,false
null,8,3,0,0,0,0,1,2,4,3,8,0,false
null,13,3,3,0,1,2,1,2,0,2,2,1,false
null,1,1,0,0,0,0,0,0,196,1,1,0,false
null,3,1,1,0,0,0,1,0,4,1,1,0,false
null,3,1,0,0,0,1,2,0,4,1,3,0,false
null,4,1,1,0,0,1,1,1,91,1,1,0,false
null,5,1,1,0,0,1,0,0,204,1,1,0,false
null,6,2,1,0,0,0,2,0,4,2,4,0,false
null,25,1,0,0,0,0,2,0,40,2,5,2,false
null,3,1,0,0,0,1,0,0,196,1,1,0,false
null,51,3,6,0,1,2,0,4,196,1,1,5,false
null,36,5,4,1,1,0,0,1,84,3,6,1,false
null,19,5,1,1,0,1,1,1,4,3,6,0,false
null,3,1,0,0,0,1,5,0,196,1,1,0,false
null,2,1,0,0,0,0,2,0,196,1,3,0,false
null,3,1,1,0,0,0,3,0,196,3,5,0,false
null,3,1,0,0,0,1,0,0,196,1,1,0,false
null,27,9,8,0,0,2,0,0,196,2,2,0,false
null,15,5,1,1,0,3,0,3,196,3,10,2,false
null,10,3,1,5,0,0,1,3,196,2,2,0,false
null,3,1,0,0,0,1,0,0,4,2,3,0,false
null,3,1,0,0,0,1,2,0,4,2,4,0,false
null,10,3,0,1,0,0,0,3,4,3,8,0,false
null,10,2,0,0,1,0,0,1,56,2,3,0,false
null,11,4,0,0,0,2,3,7,196,1,1,1,false
null,1,1,0,0,0,0,1,0,56,1,2,0,false
null,8,2,2,0,0,1,0,3,196,1,4,1,false
null,3,1,0,2,0,1,0,0,196,1,1,0,false
null,4,1,1,0,0,0,0,0,196,1,1,0,false
null,1,1,0,0,0,0,0,0,204,2,2,0,false
null,5,2,0,1,0,0,3,0,0,1,1,0,false
null,3,1,0,0,0,0,1,0,196,1,3,0,false
null,4,1,2,0,0,0,1,0,0,3,4,0,false
null,3,1,0,0,0,1,0,0,84,1,1,0,false
null,3,1,0,0,0,0,0,3,196,1,4,0,false
null,35,1,0,0,0,0,0,0,196,1,3,1,false
null,3,1,0,0,0,1,1,0,268,2,4,0,false
null,24,5,7,3,0,1,3,0,4,2,3,0,false
null,3,1,0,0,0,0,1,2,196,1,2,0,false
null,7,2,2,0,0,0,1,1,91,1,1,0,false
null,8,3,0,0,0,0,1,0,204,2,4,0,false
null,9,3,1,1,0,1,2,0,196,1,4,2,false
null,8,1,5,0,0,1,2,2,91,1,1,1,false
null,3,1,1,0,0,0,1,0,196,3,5,0,false
null,6,1,2,0,0,0,2,1,56,1,2,0,false
null,11,5,2,0,0,2,1,2,196,1,2,3,false
null,9,2,1,0,0,1,2,4,4,2,3,1,false
null,24,3,9,2,0,0,0,3,196,3,10,0,false
null,8,1,1,0,1,1,1,0,4,2,8,0,false
null,3,1,0,0,0,0,0,1,196,1,4,0,false
null,44,10,9,3,2,3,0,12,40,2,5,4,false
null,3,1,0,0,0,1,0,0,84,1,1,0,false
null,25,5,4,3,2,0,0,4,196,1,2,0,false
null,14,3,1,0,0,1,3,0,4,2,3,0,false
null,9,2,1,1,0,2,1,0,4,3,6,1,false
null,5,2,0,0,0,0,2,1,4,2,3,0,false
null,1,1,0,0,0,0,1,0,196,1,4,0,false
null,1,1,0,0,0,0,0,0,196,1,2,0,false
null,20,4,5,3,1,1,1,0,4,2,4,0,false
null,46,9,12,7,1,0,1,3,4,2,8,1,false
null,70,6,30,8,0,0,0,6,0,1,2,17,false
null,3,1,0,0,0,1,0,1,56,2,3,0,false
null,13,1,0,0,0,0,1,0,268,2,4,2,false
null,1,1,0,0,0,0,0,0,196,1,2,0,false
null,3,1,0,0,0,1,5,0,196,1,1,0,false
null,7,2,2,1,0,1,3,0,4,1,1,0,false
null,3,1,0,0,0,1,1,0,196,1,1,0,false
null,10,3,3,0,0,1,1,5,196,1,1,2,false
null,34,6,0,5,1,0,0,6,196,1,3,1,false
null,3,1,0,0,0,1,2,1,196,1,1,0,false
null,4,1,0,0,0,0,0,3,196,1,1,0,false
null,7,2,1,0,0,1,0,1,196,1,1,1,false
null,4,1,1,1,0,0,0,2,196,1,2,0,false
null,7,1,2,1,0,1,1,2,96,3,6,0,false
null,13,1,4,0,0,0,1,2,196,1,2,0,false
null,10,2,2,1,1,0,1,1,196,1,2,2,false
null,9,3,2,2,0,0,0,2,196,1,4,0,false
null,5,1,1,0,0,0,0,0,196,1,1,1,false
null,4,1,0,1,0,0,0,0,0,1,1,1,false
null,29,1,0,0,0,0,1,1,268,2,4,5,false
null,51,4,5,1,0,2,0,8,196,1,3,9,false
null,41,8,11,3,2,4,2,2,0,2,2,8,false
null,3,1,0,0,0,0,1,0,4,3,5,0,false
null,16,4,2,0,1,0,0,2,4,2,3,1,false
null,30,5,2,3,2,4,0,1,196,1,2,4,false
HedwigConsole$ConsoleHandler,10,1,5,0,0,0,1,2,0,0,0,6,false
null,3,1,0,0,0,1,10,0,4,2,2,0,false
null,12,1,0,0,0,0,6,2,196,3,10,1,false
null,3,1,0,0,0,1,1,0,196,1,2,0,false
null,3,1,0,0,0,0,1,1,4,1,1,0,false
null,6,2,1,2,0,0,1,0,4,2,2,0,false
null,3,1,0,0,0,1,1,0,196,1,2,0,false
null,12,3,0,0,1,0,0,1,196,1,2,0,false
null,3,1,0,0,0,1,1,0,0,2,2,0,false
null,3,1,0,1,0,1,4,0,196,1,2,0,false
null,4,1,0,0,0,0,0,24,196,1,2,0,false
null,3,1,0,0,0,0,0,1,196,1,1,0,false
HedwigConsole$ConsoleHandler,5,1,2,0,0,0,1,0,0,0,0,2,false
null,3,1,0,0,0,0,0,1,4,1,3,0,false
null,4,1,0,0,0,1,0,0,225,2,3,0,false
null,3,1,0,0,0,1,1,1,196,1,1,0,false
null,3,1,0,0,0,0,0,1,4,1,2,0,false
null,4,1,0,0,0,0,2,1,4,2,3,1,false
null,3,1,0,0,0,1,4,0,196,1,1,0,false
null,3,1,0,0,0,1,4,0,4,1,2,0,false
null,3,2,0,0,0,1,1,1,0,1,1,0,false
null,10,3,1,5,0,0,1,4,4,2,2,0,false
null,3,1,0,0,0,1,10,0,196,2,2,0,false
null,5,1,1,0,0,0,1,1,0,1,1,0,false
null,5,1,0,0,0,0,6,8,196,1,4,0,false
null,3,1,1,0,0,0,1,0,4,2,4,0,false
null,3,1,0,0,0,0,0,0,196,1,1,0,false
null,14,3,0,3,1,0,1,0,4,3,10,1,false
null,3,1,0,0,0,1,4,0,4,2,2,0,false
null,14,3,2,0,1,0,2,1,4,3,7,3,false
null,8,2,1,0,0,1,0,1,196,1,2,1,false
null,3,1,0,0,0,0,2,2,90,1,1,0,false
null,3,1,0,0,0,0,0,1,196,1,1,0,false
null,3,1,0,0,0,0,1,0,4,2,4,0,false
null,1,1,0,0,0,0,1,0,4,1,1,0,false
null,2,1,0,0,0,0,0,0,196,1,3,0,false
null,3,1,0,0,0,1,0,0,196,1,1,1,false
null,3,1,0,0,0,1,2,0,196,1,4,0,false
null,14,5,1,1,0,1,0,3,4,2,2,0,false
null,3,1,0,1,0,1,0,0,4,3,7,0,false
null,61,4,1,2,1,2,0,0,196,1,3,1,false
null,22,2,4,1,0,0,2,1,196,1,4,1,false
null,3,1,0,0,0,0,2,0,4,2,4,0,false
null,18,4,5,1,0,2,2,1,4,2,4,2,false
null,3,1,0,0,0,1,1,0,226,1,1,0,false
null,57,16,15,11,0,1,2,0,4,2,3,5,false
null,3,1,0,0,0,1,0,0,196,2,3,0,false
null,8,3,1,0,0,0,0,0,84,3,6,1,false
null,3,1,0,0,0,1,1,0,4,2,3,0,false
null,1,1,0,0,0,0,2,0,196,3,12,0,false
null,3,1,0,0,0,1,1,0,196,1,4,1,false
null,3,1,0,0,0,0,2,2,4,2,3,1,false
null,3,1,0,0,0,1,3,1,204,2,4,0,false
null,16,4,2,0,1,0,0,2,196,1,2,1,false
null,9,3,1,1,0,1,1,0,4,2,6,2,false
null,6,4,3,0,0,3,0,0,196,1,1,0,false
null,24,2,3,1,0,1,0,10,40,2,5,5,false
null,1,1,0,0,0,0,0,0,204,2,2,0,false
null,7,2,2,0,0,0,1,0,0,1,2,0,false
null,3,1,0,0,0,0,0,1,196,1,2,0,false
null,9,4,0,0,0,3,2,0,4,1,3,4,false
null,3,1,0,0,0,1,1,0,0,2,2,0,false
null,3,1,0,0,0,1,5,0,196,1,1,1,false
null,3,1,0,0,0,0,0,0,225,2,2,0,false
null,3,1,0,0,0,1,1,0,0,2,2,0,false
null,1,1,0,0,0,0,1,0,4,2,3,0,false
null,3,1,0,0,0,1,0,1,196,1,2,1,false
null,3,1,1,0,0,0,0,0,4,2,2,0,false
null,9,1,2,0,0,1,1,1,4,2,5,0,false
