release,method,path,loc,wmc,assignmentsQty,mathOperationsQty,qtyTryCatch,qtyReturn,fanin,fanout,age,nAuth,nr,nSmell,buggy
4.0.0,getFromTable,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java,7,2,1,0,0,2,1,0,4,2,6,0,false
4.0.0,processPacket,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java,1,1,0,0,0,0,1,0,4,3,7,0,false
4.0.0,findFile,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java,9,3,1,2,0,1,2,0,4,2,8,0,false
4.0.0,toString,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java,8,1,1,0,0,1,0,0,4,2,3,0,false
4.0.0,stopDelivery,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java,19,3,3,3,0,0,0,3,4,1,3,2,false
4.0.0,getLedgerDigestType,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java,3,1,0,0,0,1,1,0,40,2,5,0,false
4.0.0,openComplete,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java,44,10,9,3,2,3,0,5,40,2,5,4,false
4.0.0,scanFinished,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java,2,1,0,0,0,0,0,0,4,2,3,0,false
4.0.0,asyncMessageConsume,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeResponseHandler.java,10,5,1,2,0,0,3,4,4,3,5,3,false
4.0.0,enqueueWithoutFailure,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java,5,2,0,1,0,0,4,0,4,2,3,0,false
4.0.0,operationFinished,hedwig-server/src/main/java/org/apache/hedwig/server/topics/AbstractTopicManager.java,3,1,0,0,0,0,0,4,4,2,3,0,false
4.0.0,close,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java,4,1,0,0,0,0,0,0,40,2,5,0,false
4.0.0,grabCleanPage,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java,52,12,6,2,0,2,2,9,4,2,6,18,false
4.0.0,handleReadResponse,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java,25,7,6,3,0,1,1,1,4,3,8,0,false
4.0.0,join,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java,3,1,0,0,0,0,1,0,4,3,10,0,false
4.0.0,retryErroredSubscribers,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java,11,3,2,1,0,1,1,2,4,2,3,0,false
4.0.0,doPublish,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigPublisher.java,21,4,6,1,0,0,3,4,4,2,4,2,false
4.0.0,handleSubscribeResponse,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeResponseHandler.java,31,7,5,4,0,0,1,6,4,3,5,3,false
4.0.0,notifyListenersAndAddToOwnedTopics,hedwig-server/src/main/java/org/apache/hedwig/server/topics/AbstractTopicManager.java,42,2,2,0,0,0,0,0,4,2,3,0,false
4.0.0,equals,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java,7,5,1,0,0,2,0,0,4,3,8,0,false
4.0.0,exceptionCaught,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java,11,4,1,1,0,2,0,0,4,3,8,1,false
4.0.0,hashCode,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java,3,1,0,1,0,1,0,0,4,3,8,0,false
4.0.0,initializeZookeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java,17,4,1,0,1,0,1,1,4,3,5,0,false
4.0.0,operationFailed,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeReconnectCallback.java,4,1,0,1,0,0,0,1,4,1,3,0,false
4.0.0,permanentErrorOnSend,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java,3,1,0,0,0,0,0,1,4,2,3,0,false
4.0.0,position,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java,3,1,0,0,0,1,2,0,4,2,3,0,false
4.0.0,retryErroredSubscriberAfterDelay,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java,6,2,0,0,0,0,2,1,4,2,3,0,false
4.0.0,consume,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java,9,3,2,2,0,0,0,1,4,1,3,0,false
4.0.0,newInstance,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java,3,1,0,0,0,1,0,0,4,2,3,0,false
4.0.0,asyncCloseSubscription,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java,26,3,4,2,0,0,2,3,4,1,3,2,false
4.0.0,setLastLogId,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java,16,2,2,1,2,0,1,0,4,2,8,2,false
4.0.0,writeComplete,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java,11,3,0,2,0,0,0,2,40,2,5,1,false
4.0.0,flush,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java,5,2,0,0,0,0,2,1,4,2,8,0,false
4.0.0,closeSubscription,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java,16,4,2,1,1,0,4,4,4,1,3,0,false
4.0.0,performRequest,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java,3,1,1,0,0,0,0,0,4,2,3,0,false
4.0.0,enableRecv,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java,8,4,1,0,0,0,1,0,4,3,7,0,false
4.0.0,operationFinished,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeReconnectCallback.java,12,4,0,2,1,0,0,2,4,1,3,0,false
4.0.0,messageConsumed,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeResponseHandler.java,18,9,3,3,0,0,0,3,4,3,5,3,false
4.0.0,main,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/HedwigProxy.java,25,5,4,3,2,0,0,1,4,1,3,0,false
4.0.0,getPipeline,hedwig-client/src/main/java/org/apache/hedwig/client/netty/ClientChannelPipelineFactory.java,12,2,1,0,0,1,0,3,4,1,2,3,false
4.0.0,getAvailableBookies,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java,29,2,1,0,0,0,1,1,40,2,5,2,false
4.0.0,deliverNextMessage,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java,8,2,2,0,0,1,3,1,4,2,3,0,false
4.0.0,getFileInfo,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java,38,9,8,1,0,1,6,7,4,2,6,4,false
4.0.0,getEntryOffset,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java,20,3,4,3,1,1,1,6,4,2,6,0,false
4.0.0,getLedgerName,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java,12,1,3,1,0,1,1,0,4,2,6,0,false
4.0.0,operationComplete,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyStartDeliveryHandler.java,6,2,0,0,0,1,0,1,4,1,3,0,false
4.0.0,getSessionTimeout,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java,3,1,0,0,0,1,0,0,4,3,7,0,false
4.0.0,removeDeliveryPtr,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java,17,9,2,2,0,1,2,1,4,2,3,0,false
4.0.0,run,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java,16,4,2,0,1,0,0,2,4,2,3,1,false
4.0.0,extractLedgersFromEntryLogs,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java,46,9,12,7,1,0,1,3,4,2,8,1,false
4.0.0,initiate,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java,5,2,1,0,0,0,2,0,4,2,5,3,false
4.0.0,removeChannelForTopic,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java,3,1,0,0,0,0,0,0,4,1,3,0,false
4.0.0,errorOutOutstandingEntries,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java,8,3,0,0,0,0,1,2,4,3,8,0,false
4.0.0,operationFailed,hedwig-server/src/main/java/org/apache/hedwig/server/regions/RegionManager.java,4,2,0,1,0,0,0,0,4,1,3,0,false
4.0.0,retrySubscribeRequest,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeReconnectCallback.java,4,2,0,0,0,1,3,4,4,1,3,0,false
4.0.0,setMessageHandler,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeResponseHandler.java,13,7,1,2,0,0,0,2,4,3,5,2,false
4.0.0,shutdown,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java,11,2,1,0,1,0,1,1,4,2,8,0,false
4.0.0,stop,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java,3,1,0,0,0,0,0,2,4,2,3,0,false
4.0.0,waitForServerUp,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java,41,8,9,2,3,2,1,0,4,3,5,4,false
4.0.0,getLedgerPasswd,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java,3,1,0,0,0,1,1,0,40,2,5,0,false
4.0.0,warmup,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkPublisher.java,19,3,5,1,0,0,0,2,4,1,2,0,false
4.0.0,operationFailed,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java,3,1,0,0,0,0,0,0,4,1,3,0,false
4.0.0,scanFailed,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java,6,2,0,0,0,1,0,1,4,2,3,0,false
4.0.0,getMessageHandler,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeResponseHandler.java,3,1,0,0,0,1,1,0,4,3,5,0,false
4.0.0,handleRequest,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyStartDeliveryHandler.java,39,4,4,0,1,2,0,3,4,1,3,1,false
4.0.0,call,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkPublisher.java,35,7,13,14,0,1,0,2,4,1,2,0,false
4.0.0,asyncPublish,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigPublisher.java,21,5,3,1,0,1,1,2,4,2,4,2,false
4.0.0,runZookeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java,17,2,4,1,1,0,1,1,4,3,5,1,false
4.0.0,hasSubscription,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java,3,1,0,0,0,1,0,1,4,1,3,0,false
4.0.0,isConnected,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java,3,1,0,0,0,1,2,0,4,2,3,0,false
4.0.0,operationFinished,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java,3,1,0,0,0,0,0,8,4,1,3,0,false
4.0.0,getChannelForLogId,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java,19,3,5,0,0,3,2,2,4,2,8,1,false
4.0.0,writeBuffers,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java,26,8,6,12,0,1,1,4,4,2,6,4,false
4.0.0,getLastSeqIdCommunicatedExternally,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java,3,1,0,0,0,1,1,0,4,2,3,0,false
4.0.0,warmup,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkSubscriber.java,3,1,0,1,0,0,0,1,4,1,3,0,false
4.0.0,moveDeliveryPtrForward,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java,3,1,0,0,0,0,1,2,4,2,3,0,false
4.0.0,operationFinished,hedwig-server/src/main/java/org/apache/hedwig/server/regions/RegionManager.java,30,5,0,3,1,0,0,0,4,1,3,1,false
4.0.0,main,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/HedwigBenchmark.java,16,3,3,0,1,0,0,5,4,2,4,1,false
4.0.0,readEntry,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java,24,1,4,2,0,0,1,2,4,3,8,6,false
4.0.0,toString,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java,3,1,0,1,0,1,0,0,4,3,7,0,false
4.0.0,handleUnsubscribeResponse,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/UnsubscribeResponseHandler.java,22,6,0,4,0,0,0,4,4,1,3,4,false
4.0.0,addTopicOwnershipChangeListener,hedwig-server/src/main/java/org/apache/hedwig/server/topics/AbstractTopicManager.java,3,1,0,0,0,0,0,0,4,2,3,0,false
4.0.0,getOrigSubData,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeResponseHandler.java,3,1,0,0,0,1,1,0,4,3,5,0,false
4.0.0,getMsg,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkPublisher.java,9,2,4,0,0,1,2,0,4,1,2,0,false
4.0.0,runBookies,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java,12,2,5,3,0,0,1,0,4,3,5,1,false
4.0.0,sendingFinished,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java,12,3,3,1,0,1,1,2,4,2,3,0,false
4.0.0,deleteLedger,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java,22,2,1,1,0,0,1,3,4,2,6,3,false
4.0.0,run,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java,19,6,1,0,2,0,0,3,4,3,10,0,false
4.0.0,shutdown,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java,14,3,0,0,1,0,1,1,4,3,7,1,false
4.0.0,operationComplete,hedwig-client/src/main/java/org/apache/hedwig/client/netty/ConnectCallback.java,30,10,2,4,0,2,0,7,4,1,3,3,false
4.0.0,subscribe,hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubSubscriber.java,3,1,0,0,0,0,0,1,4,1,2,0,false
4.0.0,messageReceived,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java,34,3,5,1,1,2,0,0,4,3,8,0,false
